,recall,precision,mota,motp,mostly_tracked,partially_tracked,mostly_lost,num_switches,num_fragmentations,num_false_positives,num_misses,num_ascend,num_transfer,num_migrate,inference_time,execution_time,num_groundtruth,fi,ti,num_mostly_true,num_partially_true,num_mostly_false,num_migrate_tracked_id,num_true_recovery,num_false_recovery
0,0.9786641929499073,0.854020507285483,0.7982832618025751,0.07081400889433109,27,0,0,48,34,541,69,41,4,1,29.631152955815196,415.55850103497505,3262,0.44468956823195716,0.5468011345729593,12,15,0,0,6,0
